Country,Species,Common,Code,L_inf,k,t0,M,Wa,Wb,m50,m95
Philippines,Hirundichthys speculiger,Mirrorwing flyingfish,HIRUSP,"Shakhovskoy IB & NV Parin (2013) A review of flying fishes of the subgenus Hirundichthys (genus Hirundichthys, Exocoetidae). 1. Oceanic species: H. speculiger, H. indicus sp. nova. Journal of Ichthyology, 53(2), 117-145.","FishBase (2010) Life history data on Hirundichthys speculiger, mirrorwing flyingfish. Accessed 29 Jan 2016.","FishBase (2010) Life history data on Hirundichthys speculiger, mirrorwing flyingfish. Accessed 29 Jan 2016.",Gillett R & J Ianelli. Flyingfish. FFA Report 92/56. Pacific Islands Forum Fisheries Agency.,"Khokiattiwong S, R Mahon, & W Hunte (2000) Seasonal abundance and reproduction of the fourwing flyingfish, Hirundichthys affinis, off Barbados. Environmental Biology of Fisheries, 59, 43-60.","Khokiattiwong S, R Mahon, & W Hunte (2000) Seasonal abundance and reproduction of the fourwing flyingfish, Hirundichthys affinis, off Barbados. Environmental Biology of Fisheries, 59, 43-60.","FishBase (2010) Life history data on Hirundichthys speculiger, mirrorwing flyingfish. Accessed 29 Jan 2016.",Incofish equation
Philippines,Hyporhamphus affinis,Spotted halfbeak needlefish,HYPOAF,"FishBase (2010) Life history data on Hyporhamphus affinis, tropical halfbeak. Accessed 1/6/16.","FishBase (2010) Life history data on Hyporhamphus affinis, tropical halfbeak. Accessed 1/6/16.","FishBase (2010) Life history data on Hyporhamphus affinis, tropical halfbeak. Accessed 1/6/16.","FishBase (2010) Life history data on Hyporhamphus affinis, tropical halfbeak. Accessed 1/6/16.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","FishBase (2010) Life history data on Hyporhamphus affinis, tropical halfbeak. Accessed 1/6/16.",NA
Philippines,Istiophorus platypterus,Indo-Pacific Sailfish,ISTIPL,"Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, & WC Su (2004) Age growth of sailfish (Istiophorus platypterus) in waters off eastern Taiwan. Fisheries Bulletin, 102(2), 251-263.","Chiang WC, CL Sun, SZ Yeh, WC Su, DC Liu, & WY Chen (2006). Sex ratios, size at sexual maturity, and spawning seasonality of sailfish Istiophorus platypterus from eastern Taiwan. Bulletin of Marine Science, 79(3), 727-737.",NA
Philippines,Katsuwonus pelamis,Skipjack Tuna,KATSPE,"Hampton J (2000) Natural mortality rates in tropical tunas: size really does matter. Canadian Journal of Fisheries and Aquatic Sciences, 57, 1002-1010.","Hampton J (2000) Natural mortality rates in tropical tunas: size really does matter. Canadian Journal of Fisheries and Aquatic Sciences, 57, 1002-1010.","Hampton J (2000) Natural mortality rates in tropical tunas: size really does matter. Canadian Journal of Fisheries and Aquatic Sciences, 57, 1002-1010.","Hampton J (2000) Natural mortality rates in tropical tunas: size really does matter. Canadian Journal of Fisheries and Aquatic Sciences, 57, 1002-1010.","Wild A & J Hampton (1994) A review of the biology and fisheries for skipjack tuna, Katsuwonus pelamis, in the Pacific Ocean. In RS Shomura, J Majkowski, & S Langi (eds.) Interactions of Pacific tuna fisheries. FAO Fisheries Technical Paper 336(2). pp. 1-51.","Wild A & J Hampton (1994) A review of the biology and fisheries for skipjack tuna, Katsuwonus pelamis, in the Pacific Ocean. In RS Shomura, J Majkowski, & S Langi (eds.) Interactions of Pacific tuna fisheries. FAO Fisheries Technical Paper 336(2). pp. 1-51.","Hampton J (2000) Natural mortality rates in tropical tunas: size really does matter. Canadian Journal of Fisheries and Aquatic Sciences, 57, 1002-1010.",NA
Philippines,Lutjanus ehrenbergii,Blackspot Snapper,LUTJEH,"Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology, 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology, 27, 1203-1211.","Grandcourt E, TZ Al Abdessalaam, F Francis, & A Al Shamsi (2011) Demographic parameters and status assessments of Lutjanus ehrenbergii, Lethrinus lentjan, Plectorhinchus sordidus and Rhabdosargus sarba in the southern Arabian Gulf. Journal of Applied Ichthyology, 27, 1203-1211.",NA
Philippines,Lutjanus fulviflamma,Dory Snapper,LUTJFU,"Loubens G (1980) Biologie de quelques espèces de poissons du lagon Néo-Calédonien: III. Croissance. Cahiers de l'Indo-pacifique, 2(2), 101-153.","Loubens G (1980) Biologie de quelques espèces de poissons du lagon Néo-Calédonien: III. Croissance. Cahiers de l'Indo-pacifique, 2(2), 101-153.","Loubens G (1980) Biologie de quelques espèces de poissons du lagon Néo-Calédonien: III. Croissance. Cahiers de l'Indo-pacifique, 2(2), 101-153.","Grandcourt EM, TZ Al Abdessalaam, & F Francis (2006) Age, growth, mortality and reproduction of the blackspot snapper, Lutjanus fulviflamma (Forsskal, 1775), in the southern Arabian Gulf. Fisheries Research, 78 (2-3), 203-210.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Grandcourt EM, TZ Al Abdessalaam, & F Francis (2006) Age, growth, mortality and reproduction of the blackspot snapper, Lutjanus fulviflamma (Forsskal, 1775), in the southern Arabian Gulf. Fisheries Research, 78 (2-3), 203-210.",NA
Philippines,Lethrinus harak,Thumbprint emperor,LETHHA,"Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Taylor BM & JL McIlwain (2010). Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Marine Ecology Progress Series, 411, 243-258.","Taylor BM & JL McIlwain (2010). Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Marine Ecology Progress Series, 411, 243-258.","Taylor BM & JL McIlwain (2010). Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Marine Ecology Progress Series, 411, 243-258.","Ebisawa A (2006) Reproductive and sexual characteristics in five Lethrinus species in waters off the Ryukyu Islands. Ichthyology Research, 53, 269–280","Ebisawa A (2006) Reproductive and sexual characteristics in five Lethrinus species in waters off the Ryukyu Islands. Ichthyology Research, 53, 269–280"
Philippines,Lethrinus miniatus,Sweetlip/trumpet emperor,LETHMI,"Williams AJ, BD Mapstone, & CR Davies (2007) Spatial and interannual patterns in growth of an exploited coral-reef fish. Journal of Fisheries Biology, 71, 970-992.
","Williams AJ, BD Mapstone, & CR Davies (2007) Spatial and interannual patterns in growth of an exploited coral-reef fish. Journal of Fisheries Biology, 71, 970-992.
","Williams AJ, BD Mapstone, & CR Davies (2007) Spatial and interannual patterns in growth of an exploited coral-reef fish. Journal of Fisheries Biology, 71, 970-992.
","Williams AJ, BD Mapstone, & CR Davies (2007) Spatial patterns in cohort-specific mortality of red throat emperor, Lethrinus miniatus, on the Great Barrier Reef. Fisheries Research, 84(3), 328-337.","Williams AJ, BD Mapstone, & CR Davies (2007) Spatial and interannual patterns in growth of an exploited coral-reef fish. Journal of Fisheries Biology, 71, 970-992.
","Williams AJ, BD Mapstone, & CR Davies (2007) Spatial and interannual patterns in growth of an exploited coral-reef fish. Journal of Fisheries Biology, 71, 970-992.
","Williams AJ, CR Davies, & BD Mapstone (2006) Regional patterns in reproductive biology of Lethrinus miniatus on the Great Barrier Reef. Marine and Freshwater Research, 57, 403-414.","Williams AJ, CR Davies, & BD Mapstone (2006) Regional patterns in reproductive biology of Lethrinus miniatus on the Great Barrier Reef. Marine and Freshwater Research, 57, 403-414."
Philippines,Lethrinus obsoletus,Orange-striped emperor,LETHOB,"Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Ebisawa A & T Ozawa (2009) Life-history traits of eight Lethrinus species from two local populations in waters off the Ryukyu Islands. Fisheries Science, 75, 553-566.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Ebisawa A (2006) Reproductive and sexual characteristics in five Lethrinus species in waters off the Ryukyu Islands. Ichthyology Research, 53, 269–280","Ebisawa A (2006) Reproductive and sexual characteristics in five Lethrinus species in waters off the Ryukyu Islands. Ichthyology Research, 53, 269–280"
Philippines,Lutjanus argentimaculatus,Mangrove red snapper,LUTJAR,"Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Martinez-Andrade F (2003) A comparison of life histories and ecological aspects among snappers (Pisces: Lutjanidae). PhD thesis, Louisiana State University.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.",NA
Philippines,Lutjanus bohar,Two-Spot Red Snapper,LUTJBO,"Marriott RJ, BD Mapstone, & GA Begg (2007) Age-specific demographic parameters, and their implications for management of the red bass, Lutjanus bohar (Forsskal 1775): a large, long-lived reef fish. Fisheries Research, 83(2), 204-215.","Marriott RJ, BD Mapstone, & GA Begg (2007) Age-specific demographic parameters, and their implications for management of the red bass, Lutjanus bohar (Forsskal 1775): a large, long-lived reef fish. Fisheries Research, 83(2), 204-215.","Marriott RJ, BD Mapstone, & GA Begg (2007) Age-specific demographic parameters, and their implications for management of the red bass, Lutjanus bohar (Forsskal 1775): a large, long-lived reef fish. Fisheries Research, 83(2), 204-215.","Marriott RJ, BD Mapstone, & GA Begg (2007) Age-specific demographic parameters, and their implications for management of the red bass, Lutjanus bohar (Forsskal 1775): a large, long-lived reef fish. Fisheries Research, 83(2), 204-215.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Marriott RJ, BD Mapstone, & GA Begg (2007) Age-specific demographic parameters, and their implications for management of the red bass, Lutjanus bohar (Forsskal 1775): a large, long-lived reef fish. Fisheries Research, 83(2), 204-215.",Incofish equation.
